Photo,Isomeric_SMILES,SMILES_without_chirality
1373,c1ccc(C(=C(c2ccccc2)c2ccc(-c3c4ccccc4c(-c4ccc(C(=C(c5ccccc5)c5ccccc5)c5ccccc5)cc4)c4ccccc34)cc2)c2ccccc2)cc1,c1ccc(C(=C(c2ccccc2)c2ccc(-c3c4ccccc4c(-c4ccc(C(=C(c5ccccc5)c5ccccc5)c5ccccc5)cc4)c4ccccc34)cc2)c2ccccc2)cc1
1374,CC(C)(C)c1ccc(/C(=C(\c2ccc(-c3c4ccccc4cc4ccccc34)cc2)c2ccc(C(C)(C)C)cc2)c2ccc(-c3c4ccccc4cc4ccccc34)cc2)cc1,CC(C)(C)c1ccc(C(=C(c2ccc(-c3c4ccccc4cc4ccccc34)cc2)c2ccc(C(C)(C)C)cc2)c2ccc(-c3c4ccccc4cc4ccccc34)cc2)cc1
1375,CC(C)(C)c1ccc(C(=C(c2ccc(C(C)(C)C)cc2)c2ccc(C(C)(C)C)cc2)c2ccc(-c3c4ccccc4c(-c4ccc(C(=C(c5ccc(C(C)(C)C)cc5)c5ccc(C(C)(C)C)cc5)c5ccc(C(C)(C)C)cc5)cc4)c4ccccc34)cc2)cc1,CC(C)(C)c1ccc(C(=C(c2ccc(C(C)(C)C)cc2)c2ccc(C(C)(C)C)cc2)c2ccc(-c3c4ccccc4c(-c4ccc(C(=C(c5ccc(C(C)(C)C)cc5)c5ccc(C(C)(C)C)cc5)c5ccc(C(C)(C)C)cc5)cc4)c4ccccc34)cc2)cc1
1376,CC(C)(C)c1ccc2c(-c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)c3ccccc3c(-c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)c2c1,CC(C)(C)c1ccc2c(-c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)c3ccccc3c(-c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)c2c1
1377,c1ccc(C(=C(c2ccccc2)c2ccc3ccc4cccc5ccc2c3c45)c2ccccc2)cc1,c1ccc(C(=C(c2ccccc2)c2ccc3ccc4cccc5ccc2c3c45)c2ccccc2)cc1
1378,c1ccc(/C(=C(/c2ccccc2)c2ccc3ccc4cccc5ccc2c3c45)c2cc3ccc4cccc5ccc(c2)c3c45)cc1,c1ccc(C(=C(c2ccccc2)c2ccc3ccc4cccc5ccc2c3c45)c2cc3ccc4cccc5ccc(c2)c3c45)cc1
1379,c1ccc(C(=C(c2ccccc2)c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)c2ccccc2)cc1,c1ccc(C(=C(c2ccccc2)c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)c2ccccc2)cc1
1380,c1ccc(/C(=C(/c2ccccc2)c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)cc1,c1ccc(C(=C(c2ccccc2)c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)cc1
1381,c1ccc(C(=C(c2ccccc2)c2ccc(-c3ccc(N(c4ccc(-c5ccc(C(=C(c6ccccc6)c6ccccc6)c6ccccc6)cc5)cc4)c4ccc(-c5ccc(C(=C(c6ccccc6)c6ccccc6)c6ccccc6)cc5)cc4)cc3)cc2)c2ccccc2)cc1,c1ccc(C(=C(c2ccccc2)c2ccc(-c3ccc(N(c4ccc(-c5ccc(C(=C(c6ccccc6)c6ccccc6)c6ccccc6)cc5)cc4)c4ccc(-c5ccc(C(=C(c6ccccc6)c6ccccc6)c6ccccc6)cc5)cc4)cc3)cc2)c2ccccc2)cc1
1382,c1ccc(C(=C(c2ccccc2)c2ccc(-c3ccc(N(c4ccc(-c5ccc(C(=C(c6ccccc6)c6ccccc6)c6ccccc6)cc5)cc4)c4ccc(-c5ccc(N(c6ccc(-c7ccc(C(=C(c8ccccc8)c8ccccc8)c8ccccc8)cc7)cc6)c6ccc(-c7ccc(C(=C(c8ccccc8)c8ccccc8)c8ccccc8)cc7)cc6)cc5)cc4)cc3)cc2)c2ccccc2)cc1,c1ccc(C(=C(c2ccccc2)c2ccc(-c3ccc(N(c4ccc(-c5ccc(C(=C(c6ccccc6)c6ccccc6)c6ccccc6)cc5)cc4)c4ccc(-c5ccc(N(c6ccc(-c7ccc(C(=C(c8ccccc8)c8ccccc8)c8ccccc8)cc7)cc6)c6ccc(-c7ccc(C(=C(c8ccccc8)c8ccccc8)c8ccccc8)cc7)cc6)cc5)cc4)cc3)cc2)c2ccccc2)cc1
1383,c1ccc(C(=C(c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2ccccc2)cc1,c1ccc(C(=C(c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2ccccc2)cc1
1384,c1ccc(C(=C(c2ccccc2)c2ccc(N(c3ccccc3)c3ccc(/C(=C(\c4ccccc4)c4ccc(N(c5ccccc5)c5ccc(C(=C(c6ccccc6)c6ccccc6)c6ccccc6)cc5)cc4)c4ccccc4)cc3)cc2)c2ccccc2)cc1,c1ccc(C(=C(c2ccccc2)c2ccc(N(c3ccccc3)c3ccc(C(=C(c4ccccc4)c4ccc(N(c5ccccc5)c5ccc(C(=C(c6ccccc6)c6ccccc6)c6ccccc6)cc5)cc4)c4ccccc4)cc3)cc2)c2ccccc2)cc1
1385,c1ccc(/C(=C(/c2ccccc2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,c1ccc(C(=C(c2ccccc2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1
1386,c1ccc(C(=C(c2ccccc2)c2ccc(-n3c4ccccc4c4ccccc43)cc2)c2ccccc2)cc1,c1ccc(C(=C(c2ccccc2)c2ccc(-n3c4ccccc4c4ccccc43)cc2)c2ccccc2)cc1
1387,c1ccc(C(=C(c2ccccc2)c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)c2ccccc2)cc1,c1ccc(C(=C(c2ccccc2)c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)c2ccccc2)cc1
1388,c1ccc(/C(=C(/c2ccccc2)c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)cc1,c1ccc(C(=C(c2ccccc2)c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)cc1
1389,c1ccc(C(=C(c2ccccc2)c2ccc(-c3ccc4c(c3)c3cc(-c5ccc(C(=C(c6ccccc6)c6ccccc6)c6ccccc6)cc5)ccc3n4-c3ccccc3)cc2)c2ccccc2)cc1,c1ccc(C(=C(c2ccccc2)c2ccc(-c3ccc4c(c3)c3cc(-c5ccc(C(=C(c6ccccc6)c6ccccc6)c6ccccc6)cc5)ccc3n4-c3ccccc3)cc2)c2ccccc2)cc1
1390,c1ccc(C(=C(c2ccccc2)c2ccc(-c3ccc(-n4c5ccc(-c6ccc(C(=C(c7ccccc7)c7ccccc7)c7ccccc7)cc6)cc5c5cc(-c6ccc(C(=C(c7ccccc7)c7ccccc7)c7ccccc7)cc6)ccc54)cc3)cc2)c2ccccc2)cc1,c1ccc(C(=C(c2ccccc2)c2ccc(-c3ccc(-n4c5ccc(-c6ccc(C(=C(c7ccccc7)c7ccccc7)c7ccccc7)cc6)cc5c5cc(-c6ccc(C(=C(c7ccccc7)c7ccccc7)c7ccccc7)cc6)ccc54)cc3)cc2)c2ccccc2)cc1
1391,CCCCCCCn1c2ccccc2c2cc(C3(c4ccc5c(c4)c4ccccc4n5CCCCCCC)c4cc(-c5ccc(C(=C(c6ccccc6)c6ccccc6)c6ccccc6)cc5)ccc4-c4ccc(-c5ccc(C(=C(c6ccccc6)c6ccccc6)c6ccccc6)cc5)cc43)ccc21,CCCCCCCn1c2ccccc2c2cc(C3(c4ccc5c(c4)c4ccccc4n5CCCCCCC)c4cc(-c5ccc(C(=C(c6ccccc6)c6ccccc6)c6ccccc6)cc5)ccc4-c4ccc(-c5ccc(C(=C(c6ccccc6)c6ccccc6)c6ccccc6)cc5)cc43)ccc21
1392,c1ccc(C(=C(c2ccccc2)c2ccc([Si](c3ccccc3)(c3ccccc3)c3ccccc3)cc2)c2ccccc2)cc1,c1ccc(C(=C(c2ccccc2)c2ccc([Si](c3ccccc3)(c3ccccc3)c3ccccc3)cc2)c2ccccc2)cc1
1393,c1ccc(C(=C(c2ccccc2)c2ccc([Si](c3ccccc3)(c3ccccc3)c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)cc2)c2ccccc2)cc1,c1ccc(C(=C(c2ccccc2)c2ccc([Si](c3ccccc3)(c3ccccc3)c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)cc2)c2ccccc2)cc1
1394,c1ccc(C(=C(c2ccccc2)c2ccc([Si](c3ccccc3)(c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)cc2)c2ccccc2)cc1,c1ccc(C(=C(c2ccccc2)c2ccc([Si](c3ccccc3)(c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)cc2)c2ccccc2)cc1
1395,C[Si]1(c2ccccc2)C(c2ccccc2)=C(c2ccc(C(=C(c3ccccc3)c3ccccc3)c3ccccc3)cc2)C(c2ccc(C(=C(c3ccccc3)c3ccccc3)c3ccccc3)cc2)=C1c1ccccc1,C[Si]1(c2ccccc2)C(c2ccccc2)=C(c2ccc(C(=C(c3ccccc3)c3ccccc3)c3ccccc3)cc2)C(c2ccc(C(=C(c3ccccc3)c3ccccc3)c3ccccc3)cc2)=C1c1ccccc1
1396,C[Si]1(c2ccccc2)C(c2ccc(C(=C(c3ccccc3)c3ccccc3)c3ccccc3)cc2)=C(c2ccccc2)C(c2ccccc2)=C1c1ccc(C(=C(c2ccccc2)c2ccccc2)c2ccccc2)cc1,C[Si]1(c2ccccc2)C(c2ccc(C(=C(c3ccccc3)c3ccccc3)c3ccccc3)cc2)=C(c2ccccc2)C(c2ccccc2)=C1c1ccc(C(=C(c2ccccc2)c2ccccc2)c2ccccc2)cc1
1397,Cc1cc(C)c(B(c2ccc(C(=C(c3ccccc3)c3ccccc3)c3ccccc3)cc2)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(B(c2ccc(C(=C(c3ccccc3)c3ccccc3)c3ccccc3)cc2)c2c(C)cc(C)cc2C)c(C)c1
1398,c1ccc(C(=C(c2ccccc2)c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(C(=C(c7ccccc7)c7ccccc7)c7ccccc7)cc6)s5)c5nsnc45)s3)cc2)c2ccccc2)cc1,c1ccc(C(=C(c2ccccc2)c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(C(=C(c7ccccc7)c7ccccc7)c7ccccc7)cc6)s5)c5nsnc45)s3)cc2)c2ccccc2)cc1
1399,c1ccc(C(=C(c2ccccc2)c2ccc(-c3ccc(-c4ccc(-c5ccc(C(=C(c6ccccc6)c6ccccc6)c6ccccc6)cc5)c5nsnc45)s3)cc2)c2ccccc2)cc1,c1ccc(C(=C(c2ccccc2)c2ccc(-c3ccc(-c4ccc(-c5ccc(C(=C(c6ccccc6)c6ccccc6)c6ccccc6)cc5)c5nsnc45)s3)cc2)c2ccccc2)cc1
1400,c1ccc(C(=C(c2ccccc2)c2ccc(-c3ccc(-c4ccc(C(=C(c5ccccc5)c5ccccc5)c5ccccc5)cc4)c4nsnc34)cc2)c2ccccc2)cc1,c1ccc(C(=C(c2ccccc2)c2ccc(-c3ccc(-c4ccc(C(=C(c5ccccc5)c5ccccc5)c5ccccc5)cc4)c4nsnc34)cc2)c2ccccc2)cc1
1401,C(=C/c1ccc(/C=C/c2ccc(N(c3ccc(-c4ccc(C(=C(c5ccccc5)c5ccccc5)c5ccccc5)cc4)cc3)c3ccc(-c4ccc(C(=C(c5ccccc5)c5ccccc5)c5ccccc5)cc4)cc3)cc2)c2nsnc12)\c1ccc(N(c2ccc(-c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)cc2)c2ccc(-c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)cc2)cc1,C(=Cc1ccc(C=Cc2ccc(N(c3ccc(-c4ccc(C(=C(c5ccccc5)c5ccccc5)c5ccccc5)cc4)cc3)c3ccc(-c4ccc(C(=C(c5ccccc5)c5ccccc5)c5ccccc5)cc4)cc3)cc2)c2nsnc12)c1ccc(N(c2ccc(-c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)cc2)c2ccc(-c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)cc2)cc1
1402,c1ccc(C(=C(c2ccccc2)c2ccc(-c3ccc(-c4ccc(-c5sc(-c6ccc(C(=C(c7ccccc7)c7ccccc7)c7ccccc7)cc6)cc5-c5ccc(C(=C(c6ccccc6)c6ccccc6)c6ccccc6)cc5)c5nsnc45)s3)cc2)c2ccccc2)cc1,c1ccc(C(=C(c2ccccc2)c2ccc(-c3ccc(-c4ccc(-c5sc(-c6ccc(C(=C(c7ccccc7)c7ccccc7)c7ccccc7)cc6)cc5-c5ccc(C(=C(c6ccccc6)c6ccccc6)c6ccccc6)cc5)c5nsnc45)s3)cc2)c2ccccc2)cc1
1403,c1ccc(C(=C(c2ccccc2)c2ccc(-c3ccc(-c4ccc(-c5ccc(C(=C(c6ccccc6)c6ccccc6)c6ccccc6)cc5)c5nsnc45)s3)cc2)c2ccccc2)cc1,c1ccc(C(=C(c2ccccc2)c2ccc(-c3ccc(-c4ccc(-c5ccc(C(=C(c6ccccc6)c6ccccc6)c6ccccc6)cc5)c5nsnc45)s3)cc2)c2ccccc2)cc1
1404,c1ccc(-n2c(-c3ccc(-c4ccc(-c5nc6c7ccccc7c7ccccc7c6n5-c5ccccc5)cc4)cc3)nc3c4ccccc4c4ccccc4c32)cc1,c1ccc(-n2c(-c3ccc(-c4ccc(-c5nc6c7ccccc7c7ccccc7c6n5-c5ccccc5)cc4)cc3)nc3c4ccccc4c4ccccc4c32)cc1
1405,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1
1406,FC(F)(F)c1cc(Nc2ccccc2-c2nnn[nH]2)cc(C(F)(F)F)c1,FC(F)(F)c1cc(Nc2ccccc2-c2nnn[nH]2)cc(C(F)(F)F)c1
1407,COC(=O)c1ccccc1Br,COC(=O)c1ccccc1Br
1408,CSc1nc(C(F)(F)F)cc(=O)[nH]1,CSc1nc(C(F)(F)F)cc(=O)[nH]1
1409,CC(C)[Si](C#Cc1cc(C(F)(F)F)nc(S(C)(=O)=O)n1)(C(C)C)C(C)C,CC(C)[Si](C#Cc1cc(C(F)(F)F)nc(S(C)(=O)=O)n1)(C(C)C)C(C)C
1410,N#Cc1ccccc1[N+](=O)[O-],N#Cc1ccccc1[N+](=O)[O-]
1411,CN(c1cccc(C(F)(F)F)c1)c1ccccc1C(=O)O,CN(c1cccc(C(F)(F)F)c1)c1ccccc1C(=O)O
1412,C/C=C1\C2CC3N1CC[C@@]14c5cc(O)ccc5N(C)[C@@]31OC[C@@]24C(=O)OC,CC=C1C2CC3N1CCC14c5cc(O)ccc5N(C)C31OCC24C(=O)OC
1413,C/C=C1\C2CC3N1CC[C@@]14c5ccccc5N(C)[C@@]31OC[C@@]24C(=O)OC,CC=C1C2CC3N1CCC14c5ccccc5N(C)C31OCC24C(=O)OC
1414,C/C=C1/CN2[C@H]3Cc4c([nH]c5ccccc45)[C@@H]2CC1[C@]3(CO)C(=O)OC,CC=C1CN2C3CC1C(CO)(C(=O)OC)C2Cc1c3[nH]c2ccccc12
1415,C/C=C1/CN2CC[C@]34C(=C(C(=O)OC)C1C[C@H]23)Nc1ccccc14,CC=C1CN2CCC34C(=C(C(=O)OC)C1CC23)Nc1ccccc14
1416,C/C=C1\CN2CC[C@]34C(=Nc5ccccc53)C2CC1[C@]4(COC(C)=O)C(=O)OC,CC=C1CN2CCC34C(=Nc5ccccc53)C2CC1C4(COC(C)=O)C(=O)OC
1417,C/C=C1\CN2C3CC1[C@](COC(C)=O)(C(=O)OC)[C@@]14C[C@@H]2O[C@@]31Nc1ccccc14,CC=C1CN2C3CC45c6ccccc6NC4(O3)C2CC1C5(COC(C)=O)C(=O)OC
1418,C/C=C1\CN2CC[C@]34C(=Nc5ccccc53)C2CC1[C@]4(CO)C(=O)OC,CC=C1CN2CCC34C(=Nc5ccccc53)C2CC1C4(CO)C(=O)OC
1419,C/C=C1\CN2CC[C@]34C(=Nc5ccccc53)C2CC1[C@]4(CO)C(=O)OC,CC=C1CN2CCC34C(=Nc5ccccc53)C2CC1C4(CO)C(=O)OC
1420,C/C=C1\CN2CC[C@@]34c5ccccc5N[C@]35OC[C@@]4(C(=O)OC)C1CC25,CC=C1CN2CCC34c5ccccc5NC35OCC4(C(=O)OC)C1CC25
1421,C/C=C1\CN2CC[C@@]34c5ccccc5N(CCc5ccccc5)[C@]35OC[C@@]4(C(=O)OC)C1CC25,CC=C1CN2CCC34c5ccccc5N(CCc5ccccc5)C35OCC4(C(=O)OC)C1CC25
1422,C#CCOc1ccccc1,C#CCOc1ccccc1
1423,N#[N+][N-]Cc1ccccc1,N#[N+][N-]Cc1ccccc1
1424,c1ccc(Cn2cc(COc3ccccc3)nn2)cc1,c1ccc(Cn2cc(COc3ccccc3)nn2)cc1
1425,c1ccc(Cn2cc(CN(Cc3cn(Cc4ccccc4)nn3)Cc3cn(Cc4ccccc4)nn3)nn2)cc1,c1ccc(Cn2cc(CN(Cc3cn(Cc4ccccc4)nn3)Cc3cn(Cc4ccccc4)nn3)nn2)cc1
1426,[N-]=[N+]=NCc1ccccc1,[N-]=[N+]=NCc1ccccc1
1427,C#Cc1ccccc1,C#Cc1ccccc1
1428,c1ccc(Cn2nncc2-c2ccccc2)cc1,c1ccc(Cn2nncc2-c2ccccc2)cc1
1429,C=CC=C,C=CC=C
1430,C=C,C=C
1431,C1=CCCCC1,C1=CCCCC1
1432,C#C,C#C
1433,C1=CCC=CC1,C1=CCC=CC1
1434,C=CC(=C)C,C=CC(=C)C
1435,C1=CCCC=C1,C1=CCCC=C1
1436,C=c1ccccc1=C,C=c1ccccc1=C
1437,C1=CCC=C1,C1=CCC=C1
1438,C=CC(C)=O,C=CC(C)=O
1439,C=CC#N,C=CC#N
1440,COC(=O)/C=C/C(=O)OC,COC(=O)C=CC(=O)OC
1441,COC(=O)/C=C\C(=O)OC,COC(=O)C=CC(=O)OC
1442,O=C1C=CC(=O)O1,O=C1C=CC(=O)O1
1443,C1[C@@H]2O[C@@H]2C[C@@H]2O[C@H]12,C1C2OC2CC2OC12
1444,O[C@@H]1C[C@H](O)[C@@H](NCc2ccccc2)C[C@H]1NCc1ccccc1,OC1CC(O)C(NCc2ccccc2)CC1NCc1ccccc1
1445,O[C@@H]1C[C@@H](NCc2ccccc2)[C@H](O)C[C@H]1NCc1ccccc1,OC1CC(NCc2ccccc2)C(O)CC1NCc1ccccc1
1446,CCCCCCCC1CN1Cc1ccccc1,CCCCCCCC1CN1Cc1ccccc1
1447,CCCCCCCC(CN=[N+]=[N-])NCc1ccccc1,CCCCCCCC(CN=[N+]=[N-])NCc1ccccc1
1448,O=C(O)c1ccc(COC2C#CCCCCC2)cc1,O=C(O)c1ccc(COC2C#CCCCCC2)cc1
1449,O=C(O)c1ccc(CC2(F)C#CCCCCC2)cc1,O=C(O)c1ccc(CC2(F)C#CCCCCC2)cc1
1450,O=C(O)COC1CCC#CC(F)(F)CC1,O=C(O)COC1CCC#CC(F)(F)CC1
1451,c1ccc(-c2c(-c3ccccc3)c(-c3ccccc3)c(-c3ccccc3)c(-c3ccccc3)c2-c2ccccc2)cc1,c1ccc(-c2c(-c3ccccc3)c(-c3ccccc3)c(-c3ccccc3)c(-c3ccccc3)c2-c2ccccc2)cc1
1452,c1cc2c3cccc4c5cccc6c7cccc8c9cccc%10c%11cccc%12c(c1)c2c1c(c34)c(c56)c(c78)c(c%109)c1c%12%11,c1cc2c3cccc4c5cccc6c7cccc8c9cccc%10c%11cccc%12c(c1)c2c1c(c34)c(c56)c(c78)c(c%109)c1c%12%11
1453,O=Cc1ccccc1C#Cc1ccccc1,O=Cc1ccccc1C#Cc1ccccc1
1454,BrCc1cc(CBr)cc(CBr)c1,BrCc1cc(CBr)cc(CBr)c1
1455,O=Cc1ccsc1,O=Cc1ccsc1
1456,CC(C)(C)c1ccc2cc(C=O)c3ccc(C(C)(C)C)cc3c2c1,CC(C)(C)c1ccc2cc(C=O)c3ccc(C(C)(C)C)cc3c2c1
1457,C[Si](C)(C)c1cc(OS(=O)(=O)C(F)(F)F)c([Si](C)(C)C)cc1OS(=O)(=O)C(F)(F)F,C[Si](C)(C)c1cc(OS(=O)(=O)C(F)(F)F)c([Si](C)(C)C)cc1OS(=O)(=O)C(F)(F)F
1458,C[Si](C)(C)c1cc#ccc1OS(=O)(=O)C(F)(F)F,C[Si](C)(C)c1cc#ccc1OS(=O)(=O)C(F)(F)F
1459,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54
1460,C[Si](C)(C)c1cc2c(cc1OS(=O)(=O)C(F)(F)F)c1ccc3cccc4c5cccc6ccc2c(c65)c1c34,C[Si](C)(C)c1cc2c(cc1OS(=O)(=O)C(F)(F)F)c1ccc3cccc4c5cccc6ccc2c(c65)c1c34
1461,c1cc2c(cc#1)c1ccc3cccc4c5cccc6ccc2c(c65)c1c34,c1cc2c(cc#1)c1ccc3cccc4c5cccc6ccc2c(c65)c1c34
1462,c1cc2ccc3c4cc5c6cc7c(cc6c6cc8c(cc6c5cc4c4ccc5cccc6c(c1)c2c3c4c56)c1ccc2cccc3c4cccc5ccc8c(c54)c1c23)c1ccc2cccc3c4cccc5ccc7c(c54)c1c23,c1cc2ccc3c4cc5c6cc7c(cc6c6cc8c(cc6c5cc4c4ccc5cccc6c(c1)c2c3c4c56)c1ccc2cccc3c4cccc5ccc8c(c54)c1c23)c1ccc2cccc3c4cccc5ccc7c(c54)c1c23
1463,Fc1ccc(F)c2c1c1c3ccccc3ccc1c1ccc3c4ccc5c6ccc7ccccc7c6c6c(F)ccc(F)c6c5c4ccc3c12,Fc1ccc(F)c2c1c1c3ccccc3ccc1c1ccc3c4ccc5c6ccc7ccccc7c6c6c(F)ccc(F)c6c5c4ccc3c12
1464,c1cc2ccc3c4ccc5c6ccc7c8ccc9cccc%10c%11ccc%12c(c%11c8c9%10)c7c6c%12c6c7ccc8c(c1)c2c3c8c7c4c56,c1cc2ccc3c4ccc5c6ccc7c8ccc9cccc%10c%11ccc%12c(c%11c8c9%10)c7c6c%12c6c7ccc8c(c1)c2c3c8c7c4c56
1465,CC(C)(C)c1ccc(C#CC#Cc2ccc(C(C)(C)C)cc2-c2ccc3c(ccc4c5ccc(C(C)(C)C)cc5ccc34)c2)c(-c2ccc3c(ccc4c5ccc(C(C)(C)C)cc5ccc34)c2)c1,CC(C)(C)c1ccc(C#CC#Cc2ccc(C(C)(C)C)cc2-c2ccc3c(ccc4c5ccc(C(C)(C)C)cc5ccc34)c2)c(-c2ccc3c(ccc4c5ccc(C(C)(C)C)cc5ccc34)c2)c1
1466,CC(C)(C)c1ccc2c(ccc3c2ccc2c3ccc3c4cc(C(C)(C)C)ccc4cc(-c4cc5ccc(C(C)(C)C)cc5c5ccc6c7ccc8cc(C(C)(C)C)ccc8c7ccc6c45)c32)c1,CC(C)(C)c1ccc2c(ccc3c2ccc2c3ccc3c4cc(C(C)(C)C)ccc4cc(-c4cc5ccc(C(C)(C)C)cc5c5ccc6c7ccc8cc(C(C)(C)C)ccc8c7ccc6c45)c32)c1
1467,CC(C)(C)c1ccc2c(ccc3c2cc2c4c3ccc3c5cc(C(C)(C)C)ccc5c5c6cc7c8ccc(C(C)(C)C)cc8ccc7c7ccc8c9cc(C(C)(C)C)ccc9c2c(c8c76)c5c34)c1,CC(C)(C)c1ccc2c(ccc3c2cc2c4c3ccc3c5cc(C(C)(C)C)ccc5c5c6cc7c8ccc(C(C)(C)C)cc8ccc7c7ccc8c9cc(C(C)(C)C)ccc9c2c(c8c76)c5c34)c1
1468,CC(C)(C)c1ccc(-c2cc3ccc(C(C)(C)C)cc3c3ccc4c(C(C)(C)C)cccc4c23)c(C#CC#Cc2cc(C(C)(C)C)ccc2-c2cc3ccc(C(C)(C)C)cc3c3ccc4c(C(C)(C)C)cccc4c23)c1,CC(C)(C)c1ccc(-c2cc3ccc(C(C)(C)C)cc3c3ccc4c(C(C)(C)C)cccc4c23)c(C#CC#Cc2cc(C(C)(C)C)ccc2-c2cc3ccc(C(C)(C)C)cc3c3ccc4c(C(C)(C)C)cccc4c23)c1
1469,CC(C)(C)c1ccc2c(c1)cc(-c1cc3cc(C(C)(C)C)ccc3c3c1c1ccc(C(C)(C)C)cc1c1ccc4c(C(C)(C)C)cccc4c13)c1c3ccc(C(C)(C)C)cc3c3ccc4c(C(C)(C)C)cccc4c3c21,CC(C)(C)c1ccc2c(c1)cc(-c1cc3cc(C(C)(C)C)ccc3c3c1c1ccc(C(C)(C)C)cc1c1ccc4c(C(C)(C)C)cccc4c13)c1c3ccc(C(C)(C)C)cc3c3ccc4c(C(C)(C)C)cccc4c3c21
1470,CC(C)(C)c1cc2c3ccc(C(C)(C)C)c4ccc5c6cc(C(C)(C)C)cc7c6c6c(c2c(c1)c1c2cc(C(C)(C)C)cc8c9ccc%10c(C(C)(C)C)ccc%11c%12cc(C(C)(C)C)cc%13c%12c(c9c%10%11)c(c82)c(c%137)c16)c5c43,CC(C)(C)c1cc2c3ccc(C(C)(C)C)c4ccc5c6cc(C(C)(C)C)cc7c6c6c(c2c(c1)c1c2cc(C(C)(C)C)cc8c9ccc%10c(C(C)(C)C)ccc%11c%12cc(C(C)(C)C)cc%13c%12c(c9c%10%11)c(c82)c(c%137)c16)c5c43
1471,CC(C)[Si](C#Cc1c2ccccc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2cc3cc(Br)c(Br)cc3cc12)(C(C)C)C(C)C,CC(C)[Si](C#Cc1c2ccccc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2cc3cc(Br)c(Br)cc3cc12)(C(C)C)C(C)C
